飞行速度,图片,研发单位,乘员,简介,最大航程,发动机,生产单位,发动机数量,大类,类型,产国,退役时间,空重,翼展,最大飞行速度,名称,_id,首飞时间,关注度,旋翼直径,机高,服役时间,最大起飞重量,气动布局,机长
亚音速,http://images.huanqiu.com/sarons/2014/01/793ad98a67d5e1571ba3ceef259ee0b7.jpg,NULL,1人,"
柯蒂斯 F11C 苍鹰（英语：Curtiss F11C Goshawk）是1930年代美国海军双翼战斗机。此机型是柯蒂斯-莱特公司为美军制造的一系列固定翼飞机中并不太成功的一种型号。
",901.2千米,赖特r - 1820 - 78,柯蒂斯飞机与发动机公司,单发,飞行器,战斗机,美国,NULL,1378千克,9.6米,325千米每小时,霍克II战斗机,{'$oid': '5cc930ba831b973d657f1063'},1932年9月,NULL,NULL,2.96米,1932年4月,1876千克,平直翼,6.88米
超音速,http://images.huanqiu.com/sarons/2014/01/84b67996697412c864957ab9e28a6339.jpg,韩国航空宇宙产业，印度尼西亚航空,1人,"
韩国KF-X是韩国和印度尼西亚联合研制一款先进多功能战机的计划。它是韩国继T-50金鹰式高级教练机之后研发的第二款战斗机。此计划首度公开是在2001年3月时，韩国总统金大中在韩国空军官校的毕业典礼中所提及，在2010年7月15日韩国和印尼双方在首尔同意合作KFX战斗机计划。韩国国防科学研究院在KF-X计划里要求开发一款单座，双引擎的战机，并且要有优于法国阵风战机或欧洲的台风战机，比较F-35闪电II战斗机稍差的匿踪能力。KF-X的重点目标为在2020年以前打造出比现役KF-16性能更优异的战机。
",NULL,NULL,NULL,双发,飞行器,战斗机,韩国,NULL,NULL,13米,NULL,KF-X战斗机,{'$oid': '5cc930ba831b973d657f1064'},2021年,NULL,NULL,4.5米,NULL,NULL,鸭式,13米
NULL,http://images.huanqiu.com/sarons/2014/01/5edf74f8f840b866c5df86a3e44973d0.jpg,美国洛克希德公司,1人,"
F19隐形战斗机实际上并不存在，它是美国民间的军事评论者在F117轰炸机出现前，对其所做的错误猜测。然而这个消息不仅在当时被信以为真，而且一些著名模型厂商还把虚构的F19作成模型推向市场。现在反过来将两者对比就会发现，F19的假想性能已经远远超过了F117。
",NULL,两台通用电子公司 F404-GE-100A 涡轮引擎,NULL,NULL,飞行器,战斗机,美国,NULL,NULL,9.6米,NULL,F-19战斗机,{'$oid': '5cc930ba831b973d657f1065'},NULL,NULL,NULL,4米,NULL,NULL,NULL,18米
超音速,NULL,印度航空发展局,NULL,NULL,NULL,GTX Kaveri涡扇发动机,印度斯坦航空工业有限公司,NULL,飞行器,战斗机,印度,NULL,20千克,NULL,NULL,AMCA战斗机,{'$oid': '5cc930bb831b973d657f1066'},2020年,NULL,NULL,NULL,2025年,NULL,三角面,NULL
亚音速,http://images.huanqiu.com/sarons/2014/01/044e6825b9ecd0b72bdd198628639c38.jpg,布鲁斯特,1人,"
F2A水牛式战斗机装备海军航空母舰 
",1554千米,莱特R-1820-40型9缸星型气冷发动机,NULL,单发,飞行器,战斗机,美国,NULL,2146千克,10.67米,517千米每小时,F2A水牛战斗机,{'$oid': '5cc930bb831b973d657f1067'},1937年12月,NULL,NULL,3.66米,NULL,3247千克,平直翼,8.02米
亚音速,http://images.huanqiu.com/sarons/2014/01/f2f3872debb1f957724922f2c5fe786d.jpg,以色列飞机工业公司 ,NULL,"
以色列幼狮战斗机是以幻影-III机体为基础，幼狮基型于1973年6月首飞，随后于1974年转入小批量生产，仅生产27架，装备了两个中队。首架“幼狮”于1975年以色列国独立日正式交付以色列国空军，并进行了隆重的庆祝仪式。
",NULL,NULL,以色列飞机工业公司 ,双发,飞行器,战斗机,以色列,NULL,10415千克,8.22米,2440千米每小时,F-21幼狮战斗机,{'$oid': '5cc930bb831b973d657f1068'},1973年,NULL,NULL,4.55米,1975年,16500千克,三角面,15.65米
亚音速,http://images.huanqiu.com/sarons/2014/01/304124939c39423ca6c406b02e58faab.jpg,纽波特公司,1人,NULL,NULL,1× 乐罗纳9JA 9缸转子发动机 ，82千瓦（110马力）,NULL,单发,飞行器,战斗机,法国,NULL,375千克,8.16米,117千米每小时,纽波特17战斗机,{'$oid': '5cc930bb831b973d657f1069'},1916年5月,NULL,NULL,2.4米,NULL,560千克,双翼,5.8米
超音速,http://images.huanqiu.com/sarons/2014/01/6132c45dabba150e12f4194c420d8f50.jpg,波音,2人,"
F-15SE“沉默鹰”式战斗机（又有“无声鹰”、“寂静鹰”、“静默鹰”等译名）。由波音公司负责研制开发。为现役的F-15E的升级机型。本机型的主要特色是通过武器内藏化和使用无线电波吸收材料(RAM)来实现对雷达隐形。
",3900千米,二具普惠F-100-229后燃式涡轮扇(涡轮风扇),NULL,双发,飞行器,战斗机,美国,NULL,14300千克,13.05米,2650千米每小时,F-15SE沉默鹰式战斗机,{'$oid': '5cc930bb831b973d657f106a'},2010年7月8日,NULL,NULL,5.63米,预计2015年,36700千克,后掠翼,19.43米
亚音速,http://images.huanqiu.com/sarons/2014/01/7601464ae92e303f4907082c4e9352f7.jpg,达索公司,1人,NULL,3700千米,两台SNECMA公司的M53涡轮风扇发动机,达索公司,双发,飞行器,战斗机,法国,NULL,13400千克,12米,2440千米每小时,幻影4000战斗机,{'$oid': '5cc930bb831b973d657f106b'},1979年3月9日,NULL,NULL,5.8米,NULL,32000千克,三角面,18.7米
亚音速,http://images.huanqiu.com/sarons/2014/01/f34d941992f8b780fbc044e668a368c5.jpg,诺斯洛普公司,1人,"
F-20“虎鲨”是美国诺斯罗普公司F-5家族最后一个战斗机，旨在出口销售。从考虑F-5E后继机到“虎鲨”项目结束，诺斯罗普公司先后经历了10年时间，耗资12亿美元。为什么研制成功的新型战斗机销售不出去？通过对F-20决策失误过程分析认为，F-20的设计方针、财政政策、环境对策等方面的失误是F-20在市扬竞争中失败的基本经验教训。
",2760千米,1具通用电气F404-GE-100涡扇发动机,NULL,双发,飞行器,战斗机,美国,NULL,5090千克,8.1米,2362.5千米每小时,F-20虎鲨战斗机,{'$oid': '5cc930bb831b973d657f106c'},1982年8月30日,NULL,NULL,4.2米,NULL,11920千克,后掠翼,14.2米
亚音速,NULL,斯帕德公司,1人,NULL,360千米,伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）,斯帕德公司,单发,飞行器,战斗机,法国,NULL,500千克,7.82米,212千米每小时,斯帕德VII战斗机,{'$oid': '5cc930bc831b973d657f106d'},1916年4月,NULL,NULL,2.2米,NULL,704千克,双翼,6.08米
亚音速,http://images.huanqiu.com/sarons/2014/01/5bf53eeba105123cc8da19e294372f4d.jpg,寇帝斯飞机与发动机公司,1人,"
P-36战斗机是寇帝斯-莱特公司设计的一款战斗机，希望引起美国陆军航空队的注意以赢得生产合约。总计1095架P-36与鹰式75（Hawk 75）当中，超过2/3外销到其他国家，包括法国、挪威、荷兰与中国等。P-36同时也是P-40战斗机设计的基础。
",1300千米,一具惠普R-1830-13双黄蜂 空冷式发动机,NULL,单发,飞行器,战斗机,美国,NULL,2070千克,11.4米,480千米每小时,P-36战斗机,{'$oid': '5cc930bc831b973d657f106e'},NULL,NULL,NULL,3.7米,NULL,2700千克,平直翼,9.7米
超音速,http://images.huanqiu.com/sarons/2014/01/8f9272d27bab48a47da9236868130e0f.jpg,共和飞机公司,1人,"
XF-103战斗机是共和飞机公司为美国空军设计的一架高速，高空拦截机，他的设计要求来自于空军搜集到苏联即将大量服役的新型轰炸机形成的威胁。以当时服役的F-86D、F-89以及F-94来看，他们仅有次音速的飞行性能将无法应付这些利用高空高速优势直奔美国本土的轰炸机。XF-103的设计计划一般又被称为1954拦截机，因为美国空军希望可以在1954年进入服役阶段。
",2486千米,一具莱特公司生产的XJ67-W-3涡轮发动机,NULL,单发,飞行器,战斗机,美国,NULL,11317千克,10.5米,3376千米每小时,XF-103战斗机,{'$oid': '5cc930bc831b973d657f106f'},NULL,NULL,NULL,5.1米,NULL,19443千克,后掠翼,23.5米
亚音速,http://images.huanqiu.com/sarons/2014/01/24affaef518a067ff52e17222e9b82b6.jpg,NULL,1人,"
P-43战斗机（Republic P-43 Lancer）是种单引擎，全铝合金，低主翼的战斗机，由共和飞机公司制造。 1940年美国陆军航空队采用此型飞机使用。虽整体战斗表现差强人意，但因拥有良好的高空运动性能与配有供氧系统，且为当时美军唯一可跟上日本陆军 Ki-46百式司侦的飞行机，加上高航程特性所以美军常将它用于高空侦照任务，之后才由F-4/F-5 Lightnings （P-38闪电式战斗机侦照版本）接续其任务。
",2300千米,1X普拉特－惠特尼R-1830-57空冷星型发动机，1，180马力,共和飞机公司,单发,飞行器,战斗机,美国,1944 (China),2722千克,10.97米,573千米每小时,P-43枪骑兵战斗机,{'$oid': '5cc930bc831b973d657f1070'},1940年3月,NULL,NULL,4.27米,NULL,3850千克,平直翼,8.97米
亚音速,http://images.huanqiu.com/sarons/2014/01/70e139a19d6af134005e21982f5d3c31.jpg,NULL,1人,NULL,475千米,莱特R-975-22星型引擎,NULL,单发,飞行器,战斗机,美国,NULL,961千克,7.75米,283千米每小时,F9C战斗机,{'$oid': '5cc930bc831b973d657f1071'},1931年,NULL,NULL,3.34米,NULL,1262千克,双翼,6.27米
亚音速,http://images.huanqiu.com/sarons/2014/01/f8b6dd583909b481caa0e3eb4baeb135.jpg,柯蒂斯飞机与发动机公司,1人,NULL,1168千米,Wright SGR-1510发动机,NULL,单发,飞行器,战斗机,美国,NULL,1548千克,10.66米,396千米每小时,XF13C战斗机,{'$oid': '5cc930bd831b973d657f1072'},1934年,NULL,NULL,2.66米,NULL,2102千克,平直翼,7.62米
亚音速,http://images.huanqiu.com/sarons/2014/01/d99004c742d6558bbf9df8b0774ebe7c.jpg,米高扬设计局,1人,"
米格-1.44战斗机（俄语：Изделие 1.44）是苏联米高扬设计局再次研制米格-31的最终型双发单座战斗机。Mig-1.44是俄罗斯为与美国竞争第五代战斗机而研发的。后来米高扬设计局因资金问题，只生产出一架Mig-1.44的技术验证机。
",4000千米,2具АL-41F涡轮扇发动机（具备向量推进功能）,NULL,双发,飞行器,战斗机,苏/俄,NULL,18000千克,15米,3185千米每小时,米格-1.44战斗机,{'$oid': '5cc930bd831b973d657f1073'},NULL,NULL,NULL,4.5米,NULL,35000千克,后掠翼,19米
亚音速,http://images.huanqiu.com/sarons/2014/01/00e82164fb7d8c85d91a18e1c2e566ef.jpg,麦克唐纳飞机公司,1人,"
XF-85小鬼式战斗机是美国军方为了解决长程战斗机为轰炸机护航问题而委托麦克唐纳飞机公司设计的寄生式战斗机，这种战斗机又名子母机，是用轰炸机的弹舱运送，当遇上敌方战斗机就放出，战斗完毕后又可以回收进轰炸机内，XF-85于1948年试飞成功，但由于解决不了再回收问题，再加上长程战斗机和空中加油技术的出现，1949年10月24日，XF-85项目正式下马，唯一的两架XF-85分别被放在俄亥俄州戴顿博物馆和内布拉斯加州战略空军博物馆。
",NULL,一部J-34喷射发动机,NULL,单发,飞行器,战斗机,美国,NULL,1807千克,6.43米,922千米每小时,XF-85小鬼式战斗机,{'$oid': '5cc930bd831b973d657f1074'},1948年8月23日,NULL,NULL,3.35米,NULL,2540千克,后掠翼,4.53米
亚音速,http://images.huanqiu.com/sarons/2014/01/df54ee0e8a1def89a3413bf6b470c3ea.jpg,萨博（SAAB）公司,2人,NULL,3200千米,一台富豪航空公司RM12涡轮风扇发动机,NULL,双发,飞行器,战斗机,瑞典,NULL,6620千克,8.4米,2470千米每小时,JAS 39鹰狮战斗机,{'$oid': '5cc930bd831b973d657f1075'},1988年12月9日,NULL,NULL,4.5米,1996年6月9日,14000千克,鸭式,14.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/f10808b3bcd5017a64c6c79583f19278.jpg,波音,1人,"
P-26“Peashooter”战斗机是美国陆军航空队波音公司 
",1020千米,普惠R-1340发动机,NULL,单发,飞行器,战斗机,美国,1957年（自危地马拉空军退役）,1031千克,8.52米,377千米每小时,P-26战斗机,{'$oid': '5cc930bd831b973d657f1076'},1932年3月20日,NULL,NULL,3.17米,NULL,1366千克,平直翼,7.26米
超音速,NULL,诺斯罗普公司,1人,NULL,4810千米,奇异YJ101-GE-100 涡轮发动机,NULL,双发,飞行器,战斗机,美国,NULL,9500千克,10.5米,2194千米每小时,YF-17战斗机,{'$oid': '5cc930bd831b973d657f1077'},1974年,NULL,NULL,5米,NULL,13900千克,后掠翼,17米
超音速,http://images.huanqiu.com/sarons/2014/01/8e2fd2367d524ff1b1d913ad58873565.jpg,诺斯洛普公司，麦克唐纳-道格拉斯公司,1人,NULL,4500千米,普惠YF119 涡轮扇发动机,NULL,双发,飞行器,战斗机,美国,NULL,14970千克,13.3米,2655千米每小时,YF-23战斗机,{'$oid': '5cc930bd831b973d657f1078'},1990年,NULL,NULL,4.3米,NULL,29000千克,三角面,20.6米
超音速,http://images.huanqiu.com/sarons/2014/01/76d17ba267a7c9df81bf6b0348a994a8.jpg,北美航空公司,2人,"
XF-108轻剑(Rapier)战斗机是美国北美公司设计的一种高空高速截击机。由于经费不足和美国国防政策的改变，XF-108在研究阶段就被终止，仅仅生产了一架木质模型。
",2033千米,2台通用动力 YJ93-GE-3AR后燃涡轮喷气,NULL,双发,飞行器,战斗机,美国,NULL,23098千克,17.5米,3190千米每小时,XF-108轻剑战斗机,{'$oid': '5cc930bd831b973d657f1079'},NULL,NULL,NULL,6.7米,NULL,46508千克,三角面,27.2米
亚音速,http://images.huanqiu.com/sarons/2014/01/a08d34afbfc62e6408f53a19f449c9e1.jpg,Saab 飞机公司,1人,"
1955年-1974年瑞典空军委托SAAB制造以接替当时候的en:Saab 29 Tunnan战机与en:Saab 32 Lansen战机，为瑞典的国产战机，原型机首飞于1955年，瑞典名为：Draken（瑞典语：龙）。起初设定原为“日间战斗机”，后来进化变成全天候拦截，以及多用途战机。是一种有效的超音速战斗机，还出口到奥地利，丹麦和芬兰。
",3250千米,动力RM6C涡喷机,Saab 飞机公司,双发,飞行器,战斗机,瑞典,在役,7865千克,9.42米,2120千米每小时,Saab-35龙战斗机,{'$oid': '5cc930be831b973d657f107a'},1955年10月25日,NULL,NULL,3.89米,1960年3月8日,16000千克,三角面,15.35米
超音速,http://images.huanqiu.com/sarons/2014/01/19446e213b5d6b9c0321a577786753fa.jpg,NULL,2人,YF-12战斗机是美国空军根据A-12侦察机所发展的三马赫拦截机，也是美国唯一成功试飞验证过的三马赫拦截机。于1963年8月进行了试飞，并由洛克希德公司生产，共计为3架。,4800千米,2台普惠（Pratt & Whitney）公司JTD11D-20A高旁通比有后燃器涡轮喷射发动机,洛克希德、臭鼬鼠工厂,双发,飞行器,战斗机,美国,NULL,27604千克,16.95米,3661千米每小时,YF-12战斗机,{'$oid': '5cc930be831b973d657f107b'},1963年8月,NULL,NULL,5.64米,NULL,56200千克,后掠翼,30.97米
超音速,http://images.huanqiu.com/sarons/2014/05/afcad8e27900e905e0d5739ed56cc6ae.jpg,中国台湾中山科学院航空发展中心,NULL,NULL,NULL,2台TFE1042涡轮风扇发动机,NULL,双发,飞行器,战斗机,中国,NULL,6486千克,8.53米,1274千米每小时,IDF战斗机,{'$oid': '5cc930be831b973d657f107c'},1989年5月28号,NULL,NULL,4.65米,2000年1月14日,12247千克,NULL,13.26米
亚音速,http://images.huanqiu.com/sarons/2014/01/17068ca2578cd52bbe8e4af3f88719b4.jpg,NULL,2人,"
F-CK-1战斗机是在美国技术协助下设计开发的一种轻型超音速喷射战斗机，具备视距外作战能力；在中国台湾空军的规划中，F-CK-1与购自法国的幻影2000-5及购自美国的F-16A/B构成国军争夺台海制空权的主力，其中F-CK-1负责中低空防御。1980年代，在蒋经国的指示下，中国国军展开“自制防御机”的研发，以取代逐渐老化的F-5自由斗士战斗机作为空军的新一代主力机，于是产生了中国台湾建军史上最大的自制武器开发计划——“鹰扬计划”。1988年12月10日第一架“IDF”原型机出厂，1992年成军服役；该战机型号为“F-CK-1”，其中“CK”代表“经国”二字威妥玛拼音“Ching-kuo”的缩写，并命名为“经国号战机”，以纪念蒋经国。
",1100千米,TFE-1042-70（美军编号,NULL,单发,飞行器,战斗机,中国,NULL,6492千克,8.53米,2220千米每小时,F-CK-1经国号战斗机,{'$oid': '5cc930be831b973d657f107d'},1988年12月10日,NULL,NULL,4.7米,1992年,12530千克,后掠翼,14.48米
亚音速,http://images.huanqiu.com/sarons/2014/01/3224664a14b71459fb9f5b5effa9a1c3.jpg,NULL,2人,"
F-15 S/MTD麦道公司F-15短场起降高机动性实验机，为F-15鹰式的衍生机种。这架飞机为航太总署从美国空军租得的机身，型号TF-15A(F-15B)，是第一架麦道制造的双座位版F-15及第6架从生产线出厂的F-15。

同架机身在1993-1999年时被改装成F-15 ACTIVE，1999年后更增加了先进飞航操控系统。
",2737千米,2个普惠 F-100-PW-200涡轮风扇引擎，并具有普惠20度二维向量推进喷嘴，可反转推力,麦道公司,双发,飞行器,战斗机,美国,1991年8月12日,12232千克,13米,2363.6千米每小时,F-15 S/MTD试验机,{'$oid': '5cc930be831b973d657f107e'},1988年9月7日,NULL,NULL,5.64米,NULL,31930千克,后掠翼,19.7米
