名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,旋翼直径,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
PZL P.24战斗机,飞行器,430千米每小时,NULL,930马力 PZL法式 Gnome et Rh?ne 14K IIc32 风冷发动机 ×1,1933年5月,单发,NULL,NULL,NULL,550千米,{'$oid': '5cc930b9831b973d657f105f'},PZL航空制造集团,http://images.huanqiu.com/sarons/2014/01/c2f141d27565da98f46a57c361ef8acd.jpg,NULL,1330千克,NULL,波兰,亚音速,战斗机,,PZL航空制造集团,平直翼,1人,NULL,2000千克
La-11战斗机,飞行器,674千米每小时,9.8米,一台ASh-82FN 活塞发动机,NULL,单发,NULL,NULL,NULL,2550千米,{'$oid': '5cc930b9831b973d657f1060'},NULL,http://images.huanqiu.com/sarons/2014/01/ca3f85ca75adc1c0cef4a7bb2d29b015.jpg,2.8米,2770千克,NULL,苏/俄,亚音速,战斗机,"
拉—11是二战时期由拉沃契金设计局研制的单座单发战斗机，其原型机于1947年5月首发。是40年代末期飞行性能较先进的活塞式战斗机，仅投入了小批量生产，1953年停产。

1950年中国从苏联引进一批该机，并一度成为我国新组建的航空兵部队的主战机种之一，在抗美援朝，国土防空，西藏平叛中，立下了汗马功劳。
",拉霍奇金设计局,平直翼,1人,8.63米,3996千克
拉-7战斗机,飞行器,680千米每小时,9.8米,汽缸喷射式气冷发动机，1850马力,1944年,单发,NULL,1950年,NULL,990千米,{'$oid': '5cc930b9831b973d657f1061'},拉沃奇金设计局,http://images.huanqiu.com/sarons/2014/01/eb7cccd37ed7685df53c2af34fb5521b.jpg,2.6米,2650千克,NULL,苏/俄,亚音速,战斗机,"
拉-7是拉-5的改良型，为雅克福列夫所设计的一种专用教练机，1943年投入使用，是40年代中后期苏军的主力战斗机，是二战中欧洲战场上的最佳歼击机之一，生产了5753架。

拉-7性能可靠、火力强大、速度快，从地面松开刹车起飞到到达5000米高度，只需4分30秒。战后，西方国家都不得不承认，拉—7是战时欧洲上空当之无愧的最优秀的战斗机之一。雅克-7的改进型也曾参加过斯大林格勒保卫战，战果非凡。
",NULL,平直翼,1人,8.9米,3400千克
CL-1200/X-27枪骑兵,飞行器,2330千米每小时,8.89米,普拉特·惠特尼TF30-P-100涡轮风扇发动机,NULL,单发,NULL,NULL,NULL,2720千米,{'$oid': '5cc930ba831b973d657f1062'},NULL,http://images.huanqiu.com/sarons/2014/01/53aae70f6e370879ee6f2b7b3ae00f42.jpg,5.23米,8112千克,NULL,美国,亚音速,战斗机,"
CL-1200-1使用的是F-104所用发动机的升级型号通用电气J79涡喷发动机。而被改造成X-27的二号机使用了普拉特·惠特尼公司的TF-30涡扇发动机。如果X-27最终进入美国空军服役的话，他将是世界第一种使用涡扇发动机的单发轻型战斗机。两架原型机都因为缺少经费没有安装火控和武器系统。
",洛克希德,后掠翼,1人,17.45米,15900千克
霍克II战斗机,飞行器,325千米每小时,9.6米,赖特r - 1820 - 78,1932年9月,单发,NULL,NULL,NULL,901.2千米,{'$oid': '5cc930ba831b973d657f1063'},柯蒂斯飞机与发动机公司,http://images.huanqiu.com/sarons/2014/01/793ad98a67d5e1571ba3ceef259ee0b7.jpg,2.96米,1378千克,1932年4月,美国,亚音速,战斗机,"
柯蒂斯 F11C 苍鹰（英语：Curtiss F11C Goshawk）是1930年代美国海军双翼战斗机。此机型是柯蒂斯-莱特公司为美军制造的一系列固定翼飞机中并不太成功的一种型号。
",NULL,平直翼,1人,6.88米,1876千克
KF-X战斗机,飞行器,NULL,13米,NULL,2021年,双发,NULL,NULL,NULL,NULL,{'$oid': '5cc930ba831b973d657f1064'},NULL,http://images.huanqiu.com/sarons/2014/01/84b67996697412c864957ab9e28a6339.jpg,4.5米,NULL,NULL,韩国,超音速,战斗机,"
韩国KF-X是韩国和印度尼西亚联合研制一款先进多功能战机的计划。它是韩国继T-50金鹰式高级教练机之后研发的第二款战斗机。此计划首度公开是在2001年3月时，韩国总统金大中在韩国空军官校的毕业典礼中所提及，在2010年7月15日韩国和印尼双方在首尔同意合作KFX战斗机计划。韩国国防科学研究院在KF-X计划里要求开发一款单座，双引擎的战机，并且要有优于法国阵风战机或欧洲的台风战机，比较F-35闪电II战斗机稍差的匿踪能力。KF-X的重点目标为在2020年以前打造出比现役KF-16性能更优异的战机。
",韩国航空宇宙产业，印度尼西亚航空,鸭式,1人,13米,NULL
F-19战斗机,飞行器,NULL,9.6米,两台通用电子公司 F404-GE-100A 涡轮引擎,NULL,NULL,NULL,NULL,NULL,NULL,{'$oid': '5cc930ba831b973d657f1065'},NULL,http://images.huanqiu.com/sarons/2014/01/5edf74f8f840b866c5df86a3e44973d0.jpg,4米,NULL,NULL,美国,NULL,战斗机,"
F19隐形战斗机实际上并不存在，它是美国民间的军事评论者在F117轰炸机出现前，对其所做的错误猜测。然而这个消息不仅在当时被信以为真，而且一些著名模型厂商还把虚构的F19作成模型推向市场。现在反过来将两者对比就会发现，F19的假想性能已经远远超过了F117。
",美国洛克希德公司,NULL,1人,18米,NULL
AMCA战斗机,飞行器,NULL,NULL,GTX Kaveri涡扇发动机,2020年,NULL,NULL,NULL,NULL,NULL,{'$oid': '5cc930bb831b973d657f1066'},印度斯坦航空工业有限公司,,NULL,20千克,2025年,印度,超音速,战斗机,,印度航空发展局,三角面,NULL,NULL,NULL
F2A水牛战斗机,飞行器,517千米每小时,10.67米,莱特R-1820-40型9缸星型气冷发动机,1937年12月,单发,NULL,NULL,NULL,1554千米,{'$oid': '5cc930bb831b973d657f1067'},NULL,http://images.huanqiu.com/sarons/2014/01/044e6825b9ecd0b72bdd198628639c38.jpg,3.66米,2146千克,NULL,美国,亚音速,战斗机,"
F2A水牛式战斗机装备海军航空母舰 
",布鲁斯特,平直翼,1人,8.02米,3247千克
F-21幼狮战斗机,飞行器,2440千米每小时,8.22米,NULL,1973年,双发,NULL,NULL,NULL,NULL,{'$oid': '5cc930bb831b973d657f1068'},以色列飞机工业公司 ,http://images.huanqiu.com/sarons/2014/01/f2f3872debb1f957724922f2c5fe786d.jpg,4.55米,10415千克,1975年,以色列,亚音速,战斗机,"
以色列幼狮战斗机是以幻影-III机体为基础，幼狮基型于1973年6月首飞，随后于1974年转入小批量生产，仅生产27架，装备了两个中队。首架“幼狮”于1975年以色列国独立日正式交付以色列国空军，并进行了隆重的庆祝仪式。
",以色列飞机工业公司 ,三角面,NULL,15.65米,16500千克
纽波特17战斗机,飞行器,117千米每小时,8.16米,1× 乐罗纳9JA 9缸转子发动机 ，82千瓦（110马力）,1916年5月,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc930bb831b973d657f1069'},NULL,http://images.huanqiu.com/sarons/2014/01/304124939c39423ca6c406b02e58faab.jpg,2.4米,375千克,NULL,法国,亚音速,战斗机,,纽波特公司,双翼,1人,5.8米,560千克
F-15SE沉默鹰式战斗机,飞行器,2650千米每小时,13.05米,二具普惠F-100-229后燃式涡轮扇(涡轮风扇),2010年7月8日,双发,NULL,NULL,NULL,3900千米,{'$oid': '5cc930bb831b973d657f106a'},NULL,http://images.huanqiu.com/sarons/2014/01/6132c45dabba150e12f4194c420d8f50.jpg,5.63米,14300千克,预计2015年,美国,超音速,战斗机,"
F-15SE“沉默鹰”式战斗机（又有“无声鹰”、“寂静鹰”、“静默鹰”等译名）。由波音公司负责研制开发。为现役的F-15E的升级机型。本机型的主要特色是通过武器内藏化和使用无线电波吸收材料(RAM)来实现对雷达隐形。
",波音,后掠翼,2人,19.43米,36700千克
幻影4000战斗机,飞行器,2440千米每小时,12米,两台SNECMA公司的M53涡轮风扇发动机,1979年3月9日,双发,NULL,NULL,NULL,3700千米,{'$oid': '5cc930bb831b973d657f106b'},达索公司,http://images.huanqiu.com/sarons/2014/01/7601464ae92e303f4907082c4e9352f7.jpg,5.8米,13400千克,NULL,法国,亚音速,战斗机,,达索公司,三角面,1人,18.7米,32000千克
F-20虎鲨战斗机,飞行器,2362.5千米每小时,8.1米,1具通用电气F404-GE-100涡扇发动机,1982年8月30日,双发,NULL,NULL,NULL,2760千米,{'$oid': '5cc930bb831b973d657f106c'},NULL,http://images.huanqiu.com/sarons/2014/01/f34d941992f8b780fbc044e668a368c5.jpg,4.2米,5090千克,NULL,美国,亚音速,战斗机,"
F-20“虎鲨”是美国诺斯罗普公司F-5家族最后一个战斗机，旨在出口销售。从考虑F-5E后继机到“虎鲨”项目结束，诺斯罗普公司先后经历了10年时间，耗资12亿美元。为什么研制成功的新型战斗机销售不出去？通过对F-20决策失误过程分析认为，F-20的设计方针、财政政策、环境对策等方面的失误是F-20在市扬竞争中失败的基本经验教训。
",诺斯洛普公司,后掠翼,1人,14.2米,11920千克
斯帕德VII战斗机,飞行器,212千米每小时,7.82米,伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）,1916年4月,单发,NULL,NULL,NULL,360千米,{'$oid': '5cc930bc831b973d657f106d'},斯帕德公司,,2.2米,500千克,NULL,法国,亚音速,战斗机,,斯帕德公司,双翼,1人,6.08米,704千克
P-36战斗机,飞行器,480千米每小时,11.4米,一具惠普R-1830-13双黄蜂 空冷式发动机,NULL,单发,NULL,NULL,NULL,1300千米,{'$oid': '5cc930bc831b973d657f106e'},NULL,http://images.huanqiu.com/sarons/2014/01/5bf53eeba105123cc8da19e294372f4d.jpg,3.7米,2070千克,NULL,美国,亚音速,战斗机,"
P-36战斗机是寇帝斯-莱特公司设计的一款战斗机，希望引起美国陆军航空队的注意以赢得生产合约。总计1095架P-36与鹰式75（Hawk 75）当中，超过2/3外销到其他国家，包括法国、挪威、荷兰与中国等。P-36同时也是P-40战斗机设计的基础。
",寇帝斯飞机与发动机公司,平直翼,1人,9.7米,2700千克
XF-103战斗机,飞行器,3376千米每小时,10.5米,一具莱特公司生产的XJ67-W-3涡轮发动机,NULL,单发,NULL,NULL,NULL,2486千米,{'$oid': '5cc930bc831b973d657f106f'},NULL,http://images.huanqiu.com/sarons/2014/01/8f9272d27bab48a47da9236868130e0f.jpg,5.1米,11317千克,NULL,美国,超音速,战斗机,"
XF-103战斗机是共和飞机公司为美国空军设计的一架高速，高空拦截机，他的设计要求来自于空军搜集到苏联即将大量服役的新型轰炸机形成的威胁。以当时服役的F-86D、F-89以及F-94来看，他们仅有次音速的飞行性能将无法应付这些利用高空高速优势直奔美国本土的轰炸机。XF-103的设计计划一般又被称为1954拦截机，因为美国空军希望可以在1954年进入服役阶段。
",共和飞机公司,后掠翼,1人,23.5米,19443千克
P-43枪骑兵战斗机,飞行器,573千米每小时,10.97米,1X普拉特－惠特尼R-1830-57空冷星型发动机，1，180马力,1940年3月,单发,NULL,1944 (China),NULL,2300千米,{'$oid': '5cc930bc831b973d657f1070'},共和飞机公司,http://images.huanqiu.com/sarons/2014/01/24affaef518a067ff52e17222e9b82b6.jpg,4.27米,2722千克,NULL,美国,亚音速,战斗机,"
P-43战斗机（Republic P-43 Lancer）是种单引擎，全铝合金，低主翼的战斗机，由共和飞机公司制造。 1940年美国陆军航空队采用此型飞机使用。虽整体战斗表现差强人意，但因拥有良好的高空运动性能与配有供氧系统，且为当时美军唯一可跟上日本陆军 Ki-46百式司侦的飞行机，加上高航程特性所以美军常将它用于高空侦照任务，之后才由F-4/F-5 Lightnings （P-38闪电式战斗机侦照版本）接续其任务。
",NULL,平直翼,1人,8.97米,3850千克
F9C战斗机,飞行器,283千米每小时,7.75米,莱特R-975-22星型引擎,1931年,单发,NULL,NULL,NULL,475千米,{'$oid': '5cc930bc831b973d657f1071'},NULL,http://images.huanqiu.com/sarons/2014/01/70e139a19d6af134005e21982f5d3c31.jpg,3.34米,961千克,NULL,美国,亚音速,战斗机,,NULL,双翼,1人,6.27米,1262千克
XF13C战斗机,飞行器,396千米每小时,10.66米,Wright SGR-1510发动机,1934年,单发,NULL,NULL,NULL,1168千米,{'$oid': '5cc930bd831b973d657f1072'},NULL,http://images.huanqiu.com/sarons/2014/01/f8b6dd583909b481caa0e3eb4baeb135.jpg,2.66米,1548千克,NULL,美国,亚音速,战斗机,,柯蒂斯飞机与发动机公司,平直翼,1人,7.62米,2102千克
米格-1.44战斗机,飞行器,3185千米每小时,15米,2具АL-41F涡轮扇发动机（具备向量推进功能）,NULL,双发,NULL,NULL,NULL,4000千米,{'$oid': '5cc930bd831b973d657f1073'},NULL,http://images.huanqiu.com/sarons/2014/01/d99004c742d6558bbf9df8b0774ebe7c.jpg,4.5米,18000千克,NULL,苏/俄,亚音速,战斗机,"
米格-1.44战斗机（俄语：Изделие 1.44）是苏联米高扬设计局再次研制米格-31的最终型双发单座战斗机。Mig-1.44是俄罗斯为与美国竞争第五代战斗机而研发的。后来米高扬设计局因资金问题，只生产出一架Mig-1.44的技术验证机。
",米高扬设计局,后掠翼,1人,19米,35000千克
XF-85小鬼式战斗机,飞行器,922千米每小时,6.43米,一部J-34喷射发动机,1948年8月23日,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc930bd831b973d657f1074'},NULL,http://images.huanqiu.com/sarons/2014/01/00e82164fb7d8c85d91a18e1c2e566ef.jpg,3.35米,1807千克,NULL,美国,亚音速,战斗机,"
XF-85小鬼式战斗机是美国军方为了解决长程战斗机为轰炸机护航问题而委托麦克唐纳飞机公司设计的寄生式战斗机，这种战斗机又名子母机，是用轰炸机的弹舱运送，当遇上敌方战斗机就放出，战斗完毕后又可以回收进轰炸机内，XF-85于1948年试飞成功，但由于解决不了再回收问题，再加上长程战斗机和空中加油技术的出现，1949年10月24日，XF-85项目正式下马，唯一的两架XF-85分别被放在俄亥俄州戴顿博物馆和内布拉斯加州战略空军博物馆。
",麦克唐纳飞机公司,后掠翼,1人,4.53米,2540千克
JAS 39鹰狮战斗机,飞行器,2470千米每小时,8.4米,一台富豪航空公司RM12涡轮风扇发动机,1988年12月9日,双发,NULL,NULL,NULL,3200千米,{'$oid': '5cc930bd831b973d657f1075'},NULL,http://images.huanqiu.com/sarons/2014/01/df54ee0e8a1def89a3413bf6b470c3ea.jpg,4.5米,6620千克,1996年6月9日,瑞典,亚音速,战斗机,,萨博（SAAB）公司,鸭式,2人,14.1米,14000千克
P-26战斗机,飞行器,377千米每小时,8.52米,普惠R-1340发动机,1932年3月20日,单发,NULL,1957年（自危地马拉空军退役）,NULL,1020千米,{'$oid': '5cc930bd831b973d657f1076'},NULL,http://images.huanqiu.com/sarons/2014/01/f10808b3bcd5017a64c6c79583f19278.jpg,3.17米,1031千克,NULL,美国,亚音速,战斗机,"
P-26“Peashooter”战斗机是美国陆军航空队波音公司 
",波音,平直翼,1人,7.26米,1366千克
YF-17战斗机,飞行器,2194千米每小时,10.5米,奇异YJ101-GE-100 涡轮发动机,1974年,双发,NULL,NULL,NULL,4810千米,{'$oid': '5cc930bd831b973d657f1077'},NULL,,5米,9500千克,NULL,美国,超音速,战斗机,,诺斯罗普公司,后掠翼,1人,17米,13900千克
YF-23战斗机,飞行器,2655千米每小时,13.3米,普惠YF119 涡轮扇发动机,1990年,双发,NULL,NULL,NULL,4500千米,{'$oid': '5cc930bd831b973d657f1078'},NULL,http://images.huanqiu.com/sarons/2014/01/8e2fd2367d524ff1b1d913ad58873565.jpg,4.3米,14970千克,NULL,美国,超音速,战斗机,,诺斯洛普公司，麦克唐纳-道格拉斯公司,三角面,1人,20.6米,29000千克
XF-108轻剑战斗机,飞行器,3190千米每小时,17.5米,2台通用动力 YJ93-GE-3AR后燃涡轮喷气,NULL,双发,NULL,NULL,NULL,2033千米,{'$oid': '5cc930bd831b973d657f1079'},NULL,http://images.huanqiu.com/sarons/2014/01/76d17ba267a7c9df81bf6b0348a994a8.jpg,6.7米,23098千克,NULL,美国,超音速,战斗机,"
XF-108轻剑(Rapier)战斗机是美国北美公司设计的一种高空高速截击机。由于经费不足和美国国防政策的改变，XF-108在研究阶段就被终止，仅仅生产了一架木质模型。
",北美航空公司,三角面,2人,27.2米,46508千克
Saab-35龙战斗机,飞行器,2120千米每小时,9.42米,动力RM6C涡喷机,1955年10月25日,双发,NULL,在役,NULL,3250千米,{'$oid': '5cc930be831b973d657f107a'},Saab 飞机公司,http://images.huanqiu.com/sarons/2014/01/a08d34afbfc62e6408f53a19f449c9e1.jpg,3.89米,7865千克,1960年3月8日,瑞典,亚音速,战斗机,"
1955年-1974年瑞典空军委托SAAB制造以接替当时候的en:Saab 29 Tunnan战机与en:Saab 32 Lansen战机，为瑞典的国产战机，原型机首飞于1955年，瑞典名为：Draken（瑞典语：龙）。起初设定原为“日间战斗机”，后来进化变成全天候拦截，以及多用途战机。是一种有效的超音速战斗机，还出口到奥地利，丹麦和芬兰。
",Saab 飞机公司,三角面,1人,15.35米,16000千克
